n00001740,n00001930
n00001930,n00002684
n00002684,n00003553
n00003553,n00004258
n00004258,n00004475
n00004475,n00005787
n00004258,n00006484
n00001930,n00007347
n00007347,n00007846
n00004475,n00015388
n00004475,n00017222
n00001930,n00020827
n00020827,n00020090
n00020090,n00021265
n00003553,n00021939
n00001740,n00002137
n00002137,n00023100
n00023100,n00029378
n00029378,n00030358
n00030358,n00045250
n00045250,n00119568
n00119568,n00120010
n00030358,n00037396
n00037396,n00048374
n00048374,n00141669
n00030358,n00407535
n00407535,n00426928
n00426928,n00523513
n00523513,n00450335
n00450335,n00450700
n00450700,n00288000
n00288000,n00288384
n00523513,n00324978
n00523513,n00326094
n00523513,n00433458
n00523513,n00433661
n00523513,n00433802
n00433802,n00434075
n00523513,n00439826
n00439826,n00440039
n00439826,n00440218
n00440218,n00440382
n00440218,n00440509
n00523513,n00440747
n00440747,n00440941
n00440747,n00441073
n00523513,n00441824
n00441824,n00442115
n00442115,n00442437
n00442115,n00442847
n00442115,n00442981
n00442115,n00443231
n00442981,n00443692
n00442981,n00443803
n00442115,n00444651
n00444651,n00444846
n00444651,n00444937
n00441824,n00445055
n00441824,n00445226
n00523513,n00445351
n00445351,n00445685
n00433458,n00445802
n00407535,n00582388
n00582388,n00433216
n00433216,n00446311
n00445802,n00446493
n00445802,n00446804
n00523513,n00446980
n00523513,n00447073
n00447073,n00447221
n00447073,n00447463
n00433458,n00447540
n00447540,n00447957
n00433216,n00448126
n00433216,n00448232
n00523513,n00448466
n00448466,n00448640
n00448640,n00448748
n00448466,n00448958
n00448958,n00448872
n00448466,n00449054
n00448466,n00449168
n00523513,n00449295
n00449295,n00449517
n00449295,n00449695
n00449695,n00449796
n00449295,n00449892
n00449295,n00449977
n00449295,n00450070
n00450335,n00450866
n00450700,n00450998
n00450700,n00451186
n00523513,n00451370
n00451370,n00451563
n00451370,n00451635
n00523513,n00451866
n00451866,n00452034
n00451866,n00452152
n00433661,n00452293
n00452293,n00452864
n00452293,n00453126
n00452293,n00453313
n00452293,n00453396
n00452293,n00453478
n00433661,n00453935
n00453935,n00454237
n00454237,n00454395
n00454237,n00454493
n00453935,n00454624
n00454624,n00454983
n00454624,n00455173
n00407535,n00455599
n00455599,n00463246
n00463246,n00464651
n00464651,n00456465
n00463246,n00463543
n00463246,n00464277
n00463246,n00464478
n00464651,n00464894
n00464894,n00466273
n00464894,n00466377
n00464894,n00466524
n00464894,n00466630
n00464894,n00466712
n00464651,n00466880
n00464651,n00467320
n00464651,n00467536
n00464651,n00467719
n00467719,n00467995
n00467995,n00468299
n00467719,n00468480
n00468480,n00469651
n00468480,n00470554
n00469651,n00470682
n00467719,n00470830
n00468480,n00470966
n00467719,n00471437
n00471437,n00471613
n00471613,n00474568
n00433216,n00474657
n00471613,n00475014
n00471613,n00475273
n00471613,n00475403
n00471613,n00475535
n00471613,n00475787
n00471613,n00476235
n00467719,n00476389
n00467719,n00477392
n00467719,n00477639
n00468480,n00478262
n00463246,n00479076
n00479076,n00479440
n00479076,n00479616
n00479076,n00479887
n00479076,n00480211
n00479076,n00480366
n00479076,n00480508
n00479076,n00480993
n00480993,n00481803
n00479076,n00482122
n00479076,n00482298
n00433216,n00483205
n00482298,n00483313
n00480508,n00483409
n00482298,n00483508
n00480508,n00483605
n00482298,n00483705
n00479076,n00483848
n00407535,n00817680
n00817680,n00825192
n00825192,n00825443
n00825443,n00825773
n00523513,n00887544
n00030358,n01053920
n01053920,n01054335
n01054335,n01054545
n01054545,n01055165
n00015388,n01314388
n00015388,n01314663
n00015388,n01314781
n00015388,n01315213
n00015388,n01316422
n00015388,n01316949
n01316949,n01317089
n01316949,n01317294
n00015388,n01317541
n01317541,n01317813
n00015388,n01317916
n00015388,n01321579
n01321579,n01318279
n01317541,n01318381
n00015388,n01318894
n00015388,n01319467
n00015388,n01320872
