n00001930,n00002684
n00002684,n00003553
n00003553,n00004475
n00004475,n00015388
n00015388,n01471682
n01471682,n01503061
n01503061,n01525720
n01525720,n01529672
n01529672,n01532829
n01525720,n01557185
n01557185,n01558993
n01471682,n01661091
n01661091,n01661818
n01661818,n01704323
n01661818,n01726692
n01726692,n01745125
n01745125,n01749939
n00015388,n01905661
n01905661,n01767661
n01767661,n01769347
n01769347,n01770081
n01503061,n01838038
n01838038,n01843383
n01905661,n01909422
n01909422,n01910747
n01471682,n01861778
n01861778,n01886756
n01886756,n02062017
n02062017,n02074367
n01886756,n02075296
n02075296,n02083346
n02083346,n02084071
n02084071,n02087122
n02087122,n02087551
n02087551,n02089555
n02089555,n02089867
n02087551,n02091831
n02087122,n02098550
n02098550,n02100399
n02100399,n02101006
n02084071,n02103406
n02103406,n02104523
n02104523,n02105505
n02103406,n02108089
n02103406,n02108551
n02103406,n02108915
n02084071,n02111277
n02084071,n02113335
n02113335,n02113712
n02083346,n02118333
n02118333,n02120079
n01767661,n02159955
n02159955,n02164464
n02164464,n02165456
n01886756,n02453611
n02453611,n02457408
n01471682,n02512053
n02512053,n02528163
n02528163,n02552171
n02552171,n02554730
n02554730,n02606052
n00003553,n00021939
n00021939,n03575240
n03575240,n03100490
n03100490,n04524313
n04524313,n03125870
n03125870,n04530566
n04530566,n04194289
n04194289,n04552696
n04552696,n02687172
n03575240,n03094503
n03094503,n02747177
n03094503,n04531098
n04531098,n02795169
n04531098,n02876657
n02876657,n02823428
n03575240,n03183080
n03183080,n03738472
n03738472,n03736970
n03736970,n02966193
n03183080,n03800933
n03800933,n03915437
n03915437,n03017168
n00021939,n03122748
n03122748,n03380867
n03380867,n03047690
n03094503,n04183329
n04183329,n03062245
n00021939,n03309808
n03309808,n03932670
n03932670,n03207743
n03122748,n04014297
n04014297,n04105068
n04105068,n03220513
n03575240,n03405265
n03405265,n03405725
n03405725,n03337140
n04014297,n04151581
n04151581,n03347037
n03575240,n03563967
n03563967,n03101986
n03101986,n03880531
n03880531,n03400231
n03183080,n04081844
n04081844,n03323703
n03323703,n03476684
n04014297,n04187061
n04187061,n03527444
n03575240,n04447443
n04447443,n03714235
n03714235,n03676483
n03800933,n04586932
n04586932,n04598582
n04598582,n02817799
n02817799,n03228016
n03228016,n03838899
n03800933,n03614532
n03614532,n03854065
n03575240,n03294048
n03294048,n04285146
n04285146,n03472232
n03472232,n03888605
n03094503,n02883344
n02883344,n03908618
n03294048,n03924679
n03405265,n03998194
n03736970,n04067472
n03183080,n03699975
n03699975,n04243941
n04243941,n04243546
n03183080,n02895606
n02895606,n04251144
n03183080,n04069276
n04069276,n04258138
n03183080,n04474466
n04474466,n04275548
n00021939,n04296562
n04524313,n04576211
n04576211,n04170037
n04170037,n04389033
n04105068,n04435653
n00021939,n04341686
n04341686,n03297735
n03297735,n03748162
n03748162,n04202417
n04202417,n04443257
n04576211,n04509417
n03614532,n03928116
n03928116,n04515003
n03880531,n04596742
n04341686,n02796623
n02796623,n03327234
n03327234,n04604644
n04530566,n02858304
n02858304,n04244997
n04244997,n04612504
n04341686,n04217882
n04217882,n06794110
n00001930,n00020827
n00020827,n00021265
n00021265,n07570720
n07570720,n07557434
n07557434,n07584110
n07557434,n07695965
n07695965,n07697537
n00003553,n00019128
n00019128,n13134947
n13134947,n07705931
n07705931,n07747055
n07747055,n07747607
n00002684,n09287968
n09287968,n09246464
n00004475,n12992868
n12992868,n13054560
n13134947,n13133613
n01503061,n01844917
n01844917,n01845477
n01845477,n01855672
n02087551,n02091244
n02083346,n02114100
n02114100,n02114548
n02075296,n02134971
n02134971,n02138441
n02164464,n02171869
n02171869,n02174001
n03183080,n03574816
n03574816,n04565375
n04565375,n03467984
n03467984,n02950826
n02883344,n02971356
n04530566,n04128837
n04128837,n04128499
n04128499,n02981792
n03323703,n03682487
n03682487,n03075370
n04170037,n03791235
n03791235,n04490091
n04490091,n03417042
n03472232,n03535780
n03294048,n03278248
n03278248,n03584254
n00021939,n03076708
n03076708,n03093574
n03093574,n03051540
n03051540,n03419014
n03419014,n04230808
n04230808,n03770439
n04565375,n03773504
n03419014,n03863923
n03863923,n03980874
n09287968,n09366317
n09366317,n09256479
n01905661,n01922303
n01922303,n01930112
n01767661,n01974773
n01974773,n01976146
n01976146,n01976957
n01976957,n01981276
n02098550,n02099029
n02099029,n02099601
n02103406,n02109811
n02109811,n02110063
n02084071,n02110341
n02083346,n02115335
n02115335,n02116738
n02075296,n02120997
n02120997,n02127808
n02127808,n02129165
n02159955,n02206270
n02206270,n02219486
n02075296,n02441326
n02441326,n02443484
n04202417,n02871525
n02883344,n03127925
n04014297,n02739668
n02739668,n02862048
n02862048,n03146219
n03800933,n04338517
n04338517,n03467517
n03467517,n03272010
n03574816,n03733925
n03733925,n04437953
n04437953,n03544143
n00021939,n04381994
n04381994,n03206908
n03206908,n02880940
n02880940,n03775546
n03100490,n04019101
n04019101,n02924116
n02924116,n04146614
n04217882,n04149813
n04014297,n02851099
n02851099,n03151077
n03151077,n04418357
n04531098,n03593526
n03593526,n04522168
n07570720,n07556970
n07556970,n07609840
n07609840,n07613480
