Life,Animalia
Animalia,Annelida
Annelida,Clitellata
Annelida,Polychaeta
Animalia,Arthropoda
Arthropoda,Arachnida
Arthropoda,Chilopoda
Arthropoda,Diplopoda
Arthropoda,Hexanauplia
Arthropoda,Insecta
Arthropoda,Malacostraca
Arthropoda,Merostomata
Animalia,Chordata
Chordata,Actinopterygii
Chordata,Amphibia
Chordata,Ascidiacea
Chordata,Aves
Chordata,Elasmobranchii
Chordata,Mammalia
Chordata,Reptilia
Animalia,Cnidaria
Cnidaria,Anthozoa
Cnidaria,Hydrozoa
Cnidaria,Scyphozoa
Animalia,Echinodermata
Echinodermata,Asteroidea
Echinodermata,Echinoidea
Echinodermata,Holothuroidea
Echinodermata,Ophiuroidea
Animalia,Mollusca
Mollusca,Bivalvia
Mollusca,Cephalopoda
Mollusca,Gastropoda
Mollusca,Polyplacophora
Life,Fungi
Fungi,Ascomycota
Ascomycota,Arthoniomycetes
Ascomycota,Dothideomycetes
Ascomycota,Lecanoromycetes
Ascomycota,Leotiomycetes
Ascomycota,Pezizomycetes
Ascomycota,Sordariomycetes
Fungi,Basidiomycota
Basidiomycota,Agaricomycetes
Basidiomycota,Dacrymycetes
Basidiomycota,Pucciniomycetes
Basidiomycota,Tremellomycetes
Life,Plantae
Plantae,Bryophyta
Bryophyta,Bryopsida
Bryophyta,Polytrichopsida
Bryophyta,Sphagnopsida
Plantae,Chlorophyta
Chlorophyta,Ulvophyceae
Plantae,Marchantiophyta
Marchantiophyta,Jungermanniopsida
Marchantiophyta,Marchantiopsida
Plantae,Rhodophyta
Rhodophyta,Florideophyceae
Plantae,Tracheophyta
Tracheophyta,Cycadopsida
Tracheophyta,Gnetopsida
Tracheophyta,Liliopsida
Tracheophyta,Lycopodiopsida
Tracheophyta,Magnoliopsida
Tracheophyta,Pinopsida
Tracheophyta,Polypodiopsida
