Life,Animalia
Animalia,Arthropoda
Arthropoda,Arachnida
Arachnida,Araneae
Arachnida,Endeostigmata
Arthropoda,Chilopoda
Chilopoda,Scolopendromorpha
Arthropoda,Diplopoda
Diplopoda,Julida
Diplopoda,Spirobolida
Arthropoda,Hexanauplia
Hexanauplia,Scalpelliformes
Hexanauplia,Sessilia
Arthropoda,Insecta
Insecta,Lepidoptera
Arthropoda,Malacostraca
Malacostraca,Decapoda
Arthropoda,Merostomata
Merostomata,Xiphosurida
Animalia,Chordata
Chordata,Actinopterygii
Actinopterygii,Perciformes
Chordata,Amphibia
Amphibia,Caudata
Chordata,Aves
Aves,Accipitriformes
Aves,Casuariiformes
Aves,Cathartiformes
Aves,Ciconiiformes
Aves,Coliiformes
Aves,Columbiformes
Aves,Gaviiformes
Aves,Gruiformes
Aves,Passeriformes
Aves,Procellariiformes
Aves,Sphenisciformes
Chordata,Elasmobranchii
Elasmobranchii,Heterodontiformes
Elasmobranchii,Lamniformes
Elasmobranchii,Orectolobiformes
Elasmobranchii,Rhinopristiformes
Chordata,Mammalia
Mammalia,Carnivora
Mammalia,Cingulata
Mammalia,Dermoptera
Mammalia,Didelphimorphia
Mammalia,Diprotodontia
Mammalia,Eulipotyphla
Mammalia,Rodentia
Mammalia,Sirenia
Chordata,Reptilia
Reptilia,Crocodylia
Reptilia,Rhynchocephalia
Reptilia,Testudines
Animalia,Cnidaria
Cnidaria,Anthozoa
Anthozoa,Actiniaria
Cnidaria,Hydrozoa
Hydrozoa,Anthoathecata
Cnidaria,Scyphozoa
Scyphozoa,Semaeostomeae
Animalia,Echinodermata
Echinodermata,Asteroidea
Asteroidea,Forcipulatida
Echinodermata,Echinoidea
Echinoidea,Clypeasteroida
Echinodermata,Holothuroidea
Holothuroidea,Dendrochirotida
Animalia,Mollusca
Mollusca,Bivalvia
Bivalvia,Adapedonta
Bivalvia,Cardiida
Bivalvia,Ostreida
Bivalvia,Pectinida
Mollusca,Cephalopoda
Cephalopoda,Octopoda
Cephalopoda,Spirulida
Mollusca,Gastropoda
Gastropoda,Cephalaspidea
Gastropoda,Neogastropoda
Gastropoda,Nudibranchia
Gastropoda,Systellommatophora
Gastropoda,Trochida
Life,Fungi
Fungi,Ascomycota
Ascomycota,Arthoniomycetes
Arthoniomycetes,Arthoniales
Ascomycota,Lecanoromycetes
Lecanoromycetes,Acarosporales
Lecanoromycetes,Lecanorales
Lecanoromycetes,Pertusariales
Lecanoromycetes,Umbilicariales
Ascomycota,Leotiomycetes
Leotiomycetes,Helotiales
Leotiomycetes,Leotiales
Ascomycota,Pezizomycetes
Pezizomycetes,Pezizales
Ascomycota,Sordariomycetes
Sordariomycetes,Xylariales
Fungi,Basidiomycota
Basidiomycota,Agaricomycetes
Agaricomycetes,Auriculariales
Agaricomycetes,Cantharellales
Agaricomycetes,Geastrales
Agaricomycetes,Gloeophyllales
Agaricomycetes,Gomphales
Agaricomycetes,Hymenochaetales
Agaricomycetes,Phallales
Agaricomycetes,Polyporales
Agaricomycetes,Sebacinales
Life,Plantae
Plantae,Bryophyta
Bryophyta,Bryopsida
Bryopsida,Funariales
Bryopsida,Grimmiales
Bryopsida,Hypnales
Bryophyta,Polytrichopsida
Polytrichopsida,Polytrichales
Bryophyta,Sphagnopsida
Sphagnopsida,Sphagnales
Plantae,Chlorophyta
Chlorophyta,Ulvophyceae
Ulvophyceae,Ulvales
Plantae,Marchantiophyta
Marchantiophyta,Jungermanniopsida
Jungermanniopsida,Porellales
Marchantiophyta,Marchantiopsida
Marchantiopsida,Marchantiales
Plantae,Rhodophyta
Rhodophyta,Florideophyceae
Florideophyceae,Gigartinales
Florideophyceae,Palmariales
Plantae,Tracheophyta
Tracheophyta,Gnetopsida
Gnetopsida,Ephedrales
Tracheophyta,Liliopsida
Liliopsida,Acorales
Liliopsida,Asparagales
Liliopsida,Commelinales
Liliopsida,Pandanales
Liliopsida,Zingiberales
Tracheophyta,Lycopodiopsida
Lycopodiopsida,Lycopodiales
Tracheophyta,Magnoliopsida
Magnoliopsida,Apiales
Magnoliopsida,Aquifoliales
Magnoliopsida,Brassicales
Magnoliopsida,Buxales
Magnoliopsida,Canellales
Magnoliopsida,Celastrales
Magnoliopsida,Ceratophyllales
Magnoliopsida,Cornales
Magnoliopsida,Dipsacales
Magnoliopsida,Ericales
Magnoliopsida,Fabales
Magnoliopsida,Garryales
Magnoliopsida,Gentianales
Magnoliopsida,Geraniales
Magnoliopsida,Gunnerales
Magnoliopsida,Laurales
Magnoliopsida,Malpighiales
Magnoliopsida,Malvales
Magnoliopsida,Nymphaeales
Magnoliopsida,Oxalidales
Magnoliopsida,Piperales
Magnoliopsida,Proteales
Magnoliopsida,Rosales
Magnoliopsida,Sapindales
Magnoliopsida,Saxifragales
Magnoliopsida,Vitales
Magnoliopsida,Zygophyllales
Tracheophyta,Pinopsida
Pinopsida,Pinales
Tracheophyta,Polypodiopsida
Polypodiopsida,Cyatheales
Polypodiopsida,Equisetales
Polypodiopsida,Hymenophyllales
Polypodiopsida,Ophioglossales
Polypodiopsida,Psilotales
